AnimalID,AnimalType,Intake Date,IntakeYear,IntakeMonth,Name,Breed,Estimated Age,Sex,SpayNeuter,Size,Color,IntakeType,Outcome Type,Outcome Subtype,Zip Where Found,Latitude,Longitude,Zip Where Placed,OutcomeDate,OutcomeYear,OutcomeMonth
A107640,DOG,2011-03-12T00:00:00Z,2011,March,SHORTY,UNKNOWN,Older than 7 years,MALE,TRUE,MED,WHITE,Owner Surrender,Euthanized,Requested,40204,38.2386,-85.7263,UNKNOWN,2011-03-12T00:00:00Z,2011,March
A108161,DOG,2011-06-08T00:00:00Z,2011,June,RUMBLE,DOBERMAN PINSCH - MIX,Older than 7 years,MALE,FALSE,MED,BLACK,Owner Surrender,Euthanized,Requested,40210,38.2307,-85.7867,UNKNOWN,2011-06-08T00:00:00Z,2011,June
A108582,DOG,2012-05-12T00:00:00Z,2012,May,BILLY,UNKNOWN,Older than 7 years,MALE,TRUE,MED,TAN,Owner Surrender,Euthanized,Requested,40218,38.1938,-85.6573,UNKNOWN,2012-05-12T00:00:00Z,2012,May
A108976,DOG,2012-07-25T00:00:00Z,2012,July,SPOT,BORDER COLLIE - PURE BRED,Older than 7 years,MALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40219,38.1416,-85.6822,UNKNOWN,2012-07-25T00:00:00Z,2012,July
A108978,CAT,2012-02-11T00:00:00Z,2012,February,PHANTOM,UNKNOWN,Older than 7 years,MALE,TRUE,MED,GRAY,Owner Surrender,Euthanized,Medical,40219,38.1416,-85.6822,UNKNOWN,2012-02-15T00:00:00Z,2012,February
A108979,CAT,2012-02-11T00:00:00Z,2012,February,STREAK,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,GRAY,Owner Surrender,Euthanized,Medical,40219,38.1416,-85.6822,UNKNOWN,2012-02-15T00:00:00Z,2012,February
A110506,DOG,2012-04-10T00:00:00Z,2012,April,ANDRE,UNKNOWN,Older than 7 years,MALE,TRUE,SMALL,BLACK,Owner Surrender,Euthanized,Requested,40258,38.1417,-85.8638,UNKNOWN,2012-04-10T00:00:00Z,2012,April
A111431,DOG,2012-03-23T00:00:00Z,2012,March,PEACHES,POMERANIAN - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,BLONDE,Owner Surrender,Euthanized,Requested,40272,38.0961,-85.8599,UNKNOWN,2012-03-23T00:00:00Z,2012,March
A111904,DOG,2011-08-08T00:00:00Z,2011,August,CUIJO,GERM SHEPHERD - SIBERIAN HUSKY,Older than 7 years,MALE,FALSE,MED,BROWN,Owner Surrender,Euthanized,Requested,40212,38.2663,-85.8,UNKNOWN,2011-08-08T00:00:00Z,2011,August
A112756,DOG,2012-01-07T00:00:00Z,2012,January,ROCKY,BOXER - LABRADOR RETR,Older than 7 years,MALE,FALSE,MED,TRICOLOR,Owner Surrender,Euthanized,Requested,40229,38.0856,-85.6698,UNKNOWN,2012-01-08T00:00:00Z,2012,January
A114027,DOG,2011-06-29T00:00:00Z,2011,June,CHINA,BOXER - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,FAWN,Owner Surrender,Euthanized,Requested,40215,38.1919,-85.7841,UNKNOWN,2011-06-29T00:00:00Z,2011,June
A117497,DOG,2011-03-02T00:00:00Z,2011,March,MOON DOG,GERM SHEPHERD - SIBERIAN HUSKY,Older than 7 years,MALE,TRUE,MED,BLACK,Stray,Returned to Owner,UNKNOWN,40272,38.0961,-85.8599,40272,2011-03-05T00:00:00Z,2011,March
A118301,DOG,2011-07-10T00:00:00Z,2011,July,ANASTASIA,GOLDEN RETR - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,RED,Owner Surrender,Euthanized,Requested,40213,38.1861,-85.713,UNKNOWN,2011-07-10T00:00:00Z,2011,July
A118996,DOG,2011-09-01T00:00:00Z,2011,September,SHAI,LABRADOR RETR - MIX,Older than 7 years,FEMALE,TRUE,MED,BROWN,Owner Surrender,Euthanized,Requested,40205,38.2229,-85.6833,UNKNOWN,2011-09-01T00:00:00Z,2011,September
A118997,DOG,2011-09-01T00:00:00Z,2011,September,LANEY,LABRADOR RETR - MIX,Older than 7 years,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40205,38.2229,-85.6833,UNKNOWN,2011-09-01T00:00:00Z,2011,September
A121023,DOG,2011-07-23T00:00:00Z,2011,July,BOW WOW,GERM SHEPHERD - MIX,Older than 7 years,MALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Behavior,40213,38.1861,-85.713,UNKNOWN,2011-07-23T00:00:00Z,2011,July
A121023,DOG,2011-04-13T00:00:00Z,2011,April,BOW WOW,GERM SHEPHERD - MIX,Older than 7 years,MALE,TRUE,MED,BLACK,Impound,Transferred to Rescue Group,UNKNOWN,40215,38.1919,-85.7841,40213,2011-04-14T00:00:00Z,2011,April
A121222,DOG,2011-03-12T00:00:00Z,2011,March,FRANEE,SHIH TZU - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40214,38.1609,-85.7762,UNKNOWN,2011-03-12T00:00:00Z,2011,March
A121660,DOG,2012-04-18T00:00:00Z,2012,April,LITTLE BIT,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,RED,Owner Surrender,Euthanized,Requested,40215,38.1919,-85.7841,UNKNOWN,2012-04-18T00:00:00Z,2012,April
A125203,CAT,2012-06-22T00:00:00Z,2012,June,SQUEAK,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,GRAY,Owner Surrender,Euthanized,Requested,40208,38.2188,-85.7624,UNKNOWN,2012-06-22T00:00:00Z,2012,June
A125330,CAT,2012-04-19T00:00:00Z,2012,April,DR WHO,UNKNOWN,Older than 7 years,MALE,TRUE,MED,ORANGE,Owner Surrender,Euthanized,Behavior,40212,38.2663,-85.8,UNKNOWN,2012-04-22T00:00:00Z,2012,April
A126226,DOG,2012-02-03T00:00:00Z,2012,February,SANDY,CHIHUAHUA SH - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,TAN,Owner Surrender,Euthanized,Requested,40229,38.0856,-85.6698,UNKNOWN,2012-02-03T00:00:00Z,2012,February
A127063,CAT,2012-05-04T00:00:00Z,2012,May,SUGAR,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,BROWN,Owner Surrender,Euthanized,Time and Space,40216,38.1889,-85.8314,40216,2012-05-15T00:00:00Z,2012,May
A129402,DOG,2012-07-27T00:00:00Z,2012,July,FIFI,CHOW CHOW - MIX,Older than 7 years,FEMALE,TRUE,MED,TAN,Owner Surrender,Euthanized,Requested,40218,38.1938,-85.6573,UNKNOWN,2012-07-27T00:00:00Z,2012,July
A130770,DOG,2011-03-24T00:00:00Z,2011,March,TRAPPER,UNKNOWN,Older than 7 years,MALE,TRUE,MED,YELLOW,Stray,Returned to Owner,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2011-03-25T00:00:00Z,2011,March
A133080,DOG,2012-07-28T00:00:00Z,2012,July,POOH BEAR,UNKNOWN,Older than 7 years,FEMALE,FALSE,MED,BROWN,Owner Surrender,Euthanized,Requested,40210,38.2307,-85.7867,UNKNOWN,2012-07-28T00:00:00Z,2012,July
A133158,CAT,2011-05-17T00:00:00Z,2011,May,KIWI,SIAMESE - PURE BRED,Older than 7 years,MALE,TRUE,MED,ORANGE,Owner Surrender,Euthanized,Medical,40272,38.0961,-85.8599,UNKNOWN,2011-05-17T00:00:00Z,2011,May
A133177,DOG,2012-09-21T00:00:00Z,2012,September,TRIXIE,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40219,38.1416,-85.6822,40219,2012-09-21T00:00:00Z,2012,September
A135501,DOG,2011-03-07T00:00:00Z,2011,March,JAKE,AMERICAN STAFF - PURE BRED,Older than 7 years,MALE,FALSE,MED,FAWN,Owner Surrender,Euthanized,Requested,40272,38.0961,-85.8599,UNKNOWN,2011-03-07T00:00:00Z,2011,March
A136919,CAT,2011-10-01T00:00:00Z,2011,October,MAX,UNKNOWN,Older than 7 years,MALE,TRUE,MED,ORANGE,Stray,Euthanized,Medical,40229,38.0856,-85.6698,UNKNOWN,2011-10-10T00:00:00Z,2011,October
A142217,DOG,2011-06-20T00:00:00Z,2011,June,HEIDI,GERM SHEPHERD - MIX,Older than 7 years,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40219,38.1416,-85.6822,UNKNOWN,2011-07-01T00:00:00Z,2011,July
A143126,DOG,2012-04-16T00:00:00Z,2012,April,DAISY,BEAGLE - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,TRICOLOR,Owner Surrender,Euthanized,Requested,40258,38.1417,-85.8638,UNKNOWN,2012-04-16T00:00:00Z,2012,April
A145579,DOG,2011-03-02T00:00:00Z,2011,March,CHRYSTAL,LABRADOR RETR - MIX,Older than 7 years,FEMALE,FALSE,LARGE,BLACK,Owner Surrender,Euthanized,UNKNOWN,40214,38.1609,-85.7762,UNKNOWN,2011-03-02T00:00:00Z,2011,March
A147042,DOG,2012-06-04T00:00:00Z,2012,June,CHAMP,UNKNOWN,Older than 7 years,MALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40256,UNKNOWN,UNKNOWN,UNKNOWN,2012-06-04T00:00:00Z,2012,June
A147421,DOG,2012-07-05T00:00:00Z,2012,July,JUNIOR,AMERICAN STAFF - PURE BRED,Older than 7 years,MALE,TRUE,MED,BRINDLE,Owner Surrender,Euthanized,Requested,40215,38.1919,-85.7841,UNKNOWN,2012-07-05T00:00:00Z,2012,July
A147558,DOG,2012-08-01T00:00:00Z,2012,August,BELLE,ROTTWEILER - GERM SHEPHERD,Older than 7 years,FEMALE,TRUE,MED,TRICOLOR,Owner Surrender,Returned to Owner,UNKNOWN,40212,38.2663,-85.8,UNKNOWN,2012-08-01T00:00:00Z,2012,August
A147848,DOG,2012-01-17T00:00:00Z,2012,January,PETE,UNKNOWN,Older than 7 years,MALE,TRUE,MED,WHITE,Owner Surrender,Euthanized,Requested,40215,38.1919,-85.7841,UNKNOWN,2012-01-17T00:00:00Z,2012,January
A148909,DOG,2011-04-08T00:00:00Z,2011,April,SABLE,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40217,38.2163,-85.739,UNKNOWN,2011-04-08T00:00:00Z,2011,April
A149447,DOG,2012-02-25T00:00:00Z,2012,February,T-GIRL,UNKNOWN,Older than 7 years,FEMALE,TRUE,LARGE,BROWN,Owner Surrender,Euthanized,Requested,40208,38.2188,-85.7624,UNKNOWN,2012-02-25T00:00:00Z,2012,February
A150193,DOG,2012-09-25T00:00:00Z,2012,September,TINY,BEAGLE - MIX,Older than 7 years,MALE,TRUE,MED,BROWN,Stray,Returned to Owner,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,40220,2012-09-26T00:00:00Z,2012,September
A151427,DOG,2011-06-11T00:00:00Z,2011,June,PUCHIE,CHOW CHOW - MIX,Older than 7 years,MALE,TRUE,MED,RED,Owner Surrender,Euthanized,Requested,40272,38.0961,-85.8599,UNKNOWN,2011-06-11T00:00:00Z,2011,June
A152272,DOG,2012-05-16T00:00:00Z,2012,May,SADIE,COCKER SPAN - MIX,Older than 7 years,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40118,38.1061,-85.7536,UNKNOWN,2012-05-16T00:00:00Z,2012,May
A154631,DOG,2011-09-24T00:00:00Z,2011,September,BOSTON,SCHNAUZER GIANT - PURE BRED,Older than 7 years,MALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40213,38.1861,-85.713,UNKNOWN,2011-09-24T00:00:00Z,2011,September
A155914,DOG,2011-02-07T00:00:00Z,2011,February,SHEBASHE,UNKNOWN,Older than 7 years,MALE,TRUE,MED,BROWN,Stray,Returned to Owner,In field,40215,38.1919,-85.7841,40203,2011-02-07T00:00:00Z,2011,February
A156213,DOG,2011-05-13T00:00:00Z,2011,May,POOKIE,AMERICAN STAFF - BOXER,Older than 7 years,FEMALE,TRUE,MED,BR BRINDLE,Owner Surrender,Transferred to Rescue Group,Rescue Group,40218,38.1938,-85.6573,40206,2011-05-13T00:00:00Z,2011,May
A157011,DOG,2011-06-07T00:00:00Z,2011,June,SASSY,LABRADOR RETR - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40212,38.2663,-85.8,40212,2011-06-07T00:00:00Z,2011,June
A157128,DOG,2012-03-25T00:00:00Z,2012,March,MAC,CHOW CHOW - GERM SHEPHERD,Older than 7 years,MALE,TRUE,MED,BLACK,Stray,Returned to Owner,In field,40215,38.1919,-85.7841,40291,2012-03-25T00:00:00Z,2012,March
A157656,CAT,2011-11-09T00:00:00Z,2011,November,TAZZ,DOMESTIC SH - PURE BRED,Older than 7 years,MALE,TRUE,MED,YELLOW,Owner Surrender,Euthanized,Requested,40218,38.1938,-85.6573,UNKNOWN,2011-11-09T00:00:00Z,2011,November
A160473,DOG,2012-03-29T00:00:00Z,2012,March,KOJACK,BEAGLE - MIX,Older than 7 years,MALE,TRUE,MED,WHITE,Stray,Returned to Owner,UNKNOWN,40216,38.1889,-85.8314,40216,2012-03-30T00:00:00Z,2012,March
A161443,DOG,2012-04-09T00:00:00Z,2012,April,BANDIT,PUG - PURE BRED,Older than 7 years,MALE,TRUE,MED,FAWN,Owner Surrender,Euthanized,Requested,40272,38.0961,-85.8599,UNKNOWN,2012-04-09T00:00:00Z,2012,April
A162679,CAT,2011-07-19T00:00:00Z,2011,July,SHADOW,PERSIAN - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40214,38.1609,-85.7762,UNKNOWN,2011-07-19T00:00:00Z,2011,July
A167384,DOG,2011-02-08T00:00:00Z,2011,February,BOO BOO,ST BERNARD RGH - MIX,Older than 7 years,FEMALE,FALSE,MED,BLACK,Stray,Returned to Owner,UNKNOWN,40208,38.2188,-85.7624,40208,2011-02-10T00:00:00Z,2011,February
A168430,CAT,2011-12-23T00:00:00Z,2011,December,BABY,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,ORANGE,Owner Surrender,Euthanized,Requested,40214,38.1609,-85.7762,UNKNOWN,2011-12-23T00:00:00Z,2011,December
A168546,DOG,2011-11-11T00:00:00Z,2011,November,HENRY,UNKNOWN,Older than 7 years,MALE,TRUE,MED,TRICOLOR,Owner Surrender,Euthanized,Requested,40216,38.1889,-85.8314,UNKNOWN,2011-11-11T00:00:00Z,2011,November
A171438,CAT,2011-01-11T00:00:00Z,2011,January,STANLEY,UNKNOWN,Older than 7 years,MALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40213,38.1861,-85.713,UNKNOWN,2011-01-11T00:00:00Z,2011,January
A173709,CAT,2011-06-02T00:00:00Z,2011,June,DEMOSTHES,DOMESTIC SH - MIX,Older than 7 years,FEMALE,TRUE,MED,CALICO,Owner Surrender,Euthanized,Requested,42351,37.9182,-86.8924,UNKNOWN,2011-06-02T00:00:00Z,2011,June
A174287,DOG,2011-08-17T00:00:00Z,2011,August,STEVE,ENG SETTER - PURE BRED,Older than 7 years,MALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40218,38.1938,-85.6573,UNKNOWN,2011-08-17T00:00:00Z,2011,August
A175770,DOG,2011-10-03T00:00:00Z,2011,October,SANDY,BORDER COLLIE - LABRADOR RETR,Older than 7 years,FEMALE,TRUE,MED,BLONDE,Owner Surrender,Euthanized,Requested,40299,38.1906,-85.5535,UNKNOWN,2011-10-03T00:00:00Z,2011,October
A176597,DOG,2011-01-20T00:00:00Z,2011,January,FLUFFY,UNKNOWN,Older than 7 years,MALE,TRUE,MED,BROWN,Owner Surrender,Euthanized,UNKNOWN,40206,38.2547,-85.7025,UNKNOWN,2011-01-20T00:00:00Z,2011,January
A179091,DOG,2011-03-03T00:00:00Z,2011,March,DIABLO,UNKNOWN,Older than 7 years,MALE,FALSE,X-LRG,WHITE,Owner Surrender,Euthanized,Requested,40216,38.1889,-85.8314,UNKNOWN,2011-03-03T00:00:00Z,2011,March
A179969,DOG,2012-07-16T00:00:00Z,2012,July,LITTLE BIT,YORKSHIRE TERR - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40216,38.1889,-85.8314,UNKNOWN,2012-07-16T00:00:00Z,2012,July
A180180,DOG,2011-07-28T00:00:00Z,2011,July,SASHA,COLLIE ROUGH - MIX,Older than 7 years,FEMALE,TRUE,MED,TAN,Stray,Returned to Owner,UNKNOWN,40272,38.0961,-85.8599,40219,2011-07-29T00:00:00Z,2011,July
A181015,DOG,2011-02-28T00:00:00Z,2011,February,BROWNIE,BEAGLE - PURE BRED,Older than 7 years,MALE,FALSE,MED,TRICOLOR,Owner Surrender,Euthanized,Requested,40216,38.1889,-85.8314,UNKNOWN,2011-02-28T00:00:00Z,2011,February
A181620,DOG,2011-12-01T00:00:00Z,2011,December,SHADOW,UNKNOWN,Older than 7 years,MALE,TRUE,MED,TRICOLOR,Stray,Returned to Owner,UNKNOWN,40299,38.1906,-85.5535,40220,2011-12-03T00:00:00Z,2011,December
A182925,DOG,2011-11-22T00:00:00Z,2011,November,PEPPER,SCHNAUZER STAND - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,SILVER,Owner Surrender,Euthanized,Requested,40031,38.4078,-85.3848,UNKNOWN,2011-11-22T00:00:00Z,2011,November
A183883,DOG,2011-02-08T00:00:00Z,2011,February,BABY,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,BROWN,Owner Surrender,Euthanized,Requested,40204,38.2386,-85.7263,UNKNOWN,2011-02-08T00:00:00Z,2011,February
A184742,DOG,2011-07-03T00:00:00Z,2011,July,CALI,STAFFORDSHIRE - PURE BRED,Older than 7 years,FEMALE,FALSE,MED,BLACK,Stray,Euthanized,Medical,UNKNOWN,UNKNOWN,UNKNOWN,40219,2011-08-01T00:00:00Z,2011,August
A185035,DOG,2011-09-23T00:00:00Z,2011,September,CHOPPER,AMERICAN STAFF - MIX,UNKNOWN,MALE,FALSE,MED,BLACK,Impound,Euthanized,Behavior,40215,38.1919,-85.7841,40210,2012-04-02T00:00:00Z,2012,April
A185641,DOG,2011-09-08T00:00:00Z,2011,September,MENAGE,CHOW CHOW - GERM SHEPHERD,Older than 7 years,MALE,TRUE,MED,TRICOLOR,Owner Surrender,Euthanized,Requested,40241,38.3056,-85.5842,UNKNOWN,2011-09-08T00:00:00Z,2011,September
A186031,DOG,2012-04-02T00:00:00Z,2012,April,BEAN,UNKNOWN,Older than 7 years,MALE,TRUE,LARGE,YELLOW,Stray,Returned to Owner,UNKNOWN,40217,38.2163,-85.739,40213,2012-04-02T00:00:00Z,2012,April
A187653,DOG,2012-01-09T00:00:00Z,2012,January,AUTUMN,GERM SHEPHERD - MIX,Older than 7 years,FEMALE,TRUE,MED,TRICOLOR,Owner Surrender,Euthanized,Requested,40216,38.1889,-85.8314,UNKNOWN,2012-01-19T00:00:00Z,2012,January
A189419,DOG,2011-11-04T00:00:00Z,2011,November,SAMSON DEAN,UNKNOWN,Older than 7 years,MALE,FALSE,MED,BLACK,Owner Surrender,Euthanized,Requested,40272,38.0961,-85.8599,UNKNOWN,2011-11-04T00:00:00Z,2011,November
A189603,DOG,2011-06-29T00:00:00Z,2011,June,JAKE,LABRADOR RETR - PURE BRED,Older than 7 years,MALE,TRUE,MED,YELLOW,Owner Surrender,Returned to Owner,UNKNOWN,40218,38.1938,-85.6573,40218,2011-06-30T00:00:00Z,2011,June
A190571,DOG,2012-09-01T00:00:00Z,2012,September,FLUFFY,CHOW CHOW - MIX,Older than 7 years,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40242,38.2791,-85.5904,UNKNOWN,2012-09-27T00:00:00Z,2012,September
A191195,DOG,2012-07-19T00:00:00Z,2012,July,JOSEPHINE,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,GRAY,Owner Surrender,Euthanized,Requested,40219,38.1416,-85.6822,UNKNOWN,2012-07-19T00:00:00Z,2012,July
A192595,DOG,2011-07-25T00:00:00Z,2011,July,BAILEY,UNKNOWN,Older than 7 years,FEMALE,FALSE,LARGE,TAN,Impound,Euthanized,Behavior,40215,38.1919,-85.7841,UNKNOWN,2011-07-25T00:00:00Z,2011,July
A193050,DOG,2011-06-18T00:00:00Z,2011,June,K C,ALASK MALAMUTE - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40215,38.1919,-85.7841,UNKNOWN,2011-06-18T00:00:00Z,2011,June
A194765,DOG,2012-08-11T00:00:00Z,2012,August,LEXUS,UNKNOWN,Older than 7 years,FEMALE,FALSE,MED,BLACK,Owner Surrender,Euthanized,Requested,40206,38.2547,-85.7025,UNKNOWN,2012-08-11T00:00:00Z,2012,August
A195868,CAT,2011-09-10T00:00:00Z,2011,September,LIZA,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Medical,40245,38.2709,-85.4832,UNKNOWN,2011-09-10T00:00:00Z,2011,September
A196479,DOG,2011-09-14T00:00:00Z,2011,September,ROCKY,COONHOUND - PURE BRED,Older than 7 years,MALE,TRUE,MED,RED,Owner Surrender,Euthanized,Requested,40220,38.215,-85.6221,UNKNOWN,2011-09-14T00:00:00Z,2011,September
A196829,CAT,2011-10-10T00:00:00Z,2011,October,C B,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,TORTIE,Owner Surrender,Euthanized,Requested,40291,38.1472,-85.5917,UNKNOWN,2011-10-10T00:00:00Z,2011,October
A197287,DOG,2011-08-19T00:00:00Z,2011,August,CLINTON,WEST HIGHLAND - MIX,Older than 7 years,MALE,TRUE,MED,WHITE,Owner Surrender,Euthanized,Medical,40218,38.1938,-85.6573,UNKNOWN,2011-08-22T00:00:00Z,2011,August
A197291,DOG,2011-05-17T00:00:00Z,2011,May,LIONEL,ROTTWEILER - PURE BRED,Older than 7 years,MALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Medical,40258,38.1417,-85.8638,UNKNOWN,2011-05-17T00:00:00Z,2011,May
A197448,CAT,2012-06-28T00:00:00Z,2012,June,LESTER,UNKNOWN,Older than 7 years,MALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40207,38.2575,-85.6513,UNKNOWN,2012-06-28T00:00:00Z,2012,June
A197458,CAT,2012-06-28T00:00:00Z,2012,June,MONTY,UNKNOWN,Older than 7 years,MALE,TRUE,MED,RED,Owner Surrender,Euthanized,Requested,40207,38.2575,-85.6513,UNKNOWN,2012-06-28T00:00:00Z,2012,June
A197459,CAT,2012-06-28T00:00:00Z,2012,June,TOBY,UNKNOWN,Older than 7 years,MALE,TRUE,MED,BROWN,Owner Surrender,Euthanized,Requested,40207,38.2575,-85.6513,UNKNOWN,2012-06-28T00:00:00Z,2012,June
A197642,CAT,2011-11-22T00:00:00Z,2011,November,TOONIES,DOMESTIC SH - MIX,UNKNOWN,FEMALE,TRUE,MED,GRAY,Owner Surrender,Euthanized,Requested,40258,38.1417,-85.8638,UNKNOWN,2011-11-29T00:00:00Z,2011,November
A199596,DOG,2012-10-05T00:00:00Z,2012,October,HAZEL,POODLE TOY - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,APRICOT,Owner Surrender,Euthanized,Requested,40272,38.0961,-85.8599,40272,2012-10-05T00:00:00Z,2012,October
A203303,DOG,2012-09-25T00:00:00Z,2012,September,BO,GERM SHEPHERD - CHINESE SHARPEI,Older than 7 years,MALE,TRUE,LARGE,BROWN,Stray,Returned to Owner,UNKNOWN,40219,38.1416,-85.6822,40219,2012-09-25T00:00:00Z,2012,September
A205789,DOG,2012-02-03T00:00:00Z,2012,February,CORY,LABRADOR RETR - MIX,Older than 7 years,MALE,TRUE,MED,YELLOW,Owner Surrender,Euthanized,Requested,40291,38.1472,-85.5917,UNKNOWN,2012-02-03T00:00:00Z,2012,February
A206377,DOG,2011-02-02T00:00:00Z,2011,February,BIG BUSTER,GERM SHEPHERD - MIX,Older than 7 years,MALE,TRUE,MED,RED,Stray,Returned to Owner,UNKNOWN,40291,38.1472,-85.5917,40291,2011-02-05T00:00:00Z,2011,February
A206620,DOG,2011-12-08T00:00:00Z,2011,December,RASCAL,UNKNOWN,Older than 7 years,MALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40216,38.1889,-85.8314,UNKNOWN,2011-12-08T00:00:00Z,2011,December
A208220,DOG,2011-05-11T00:00:00Z,2011,May,HOPE,POODLE TOY - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,SILVER,Stray,Returned to Owner,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,40224,2011-05-25T00:00:00Z,2011,May
A208824,DOG,2011-12-04T00:00:00Z,2011,December,DELILAH,LABRADOR RETR - MIX,Older than 1 year,FEMALE,TRUE,MED,YELLOW,Owner Surrender,Transferred to Rescue Group,Rescue Waggin,40216,38.1889,-85.8314,UNKNOWN,2012-01-17T00:00:00Z,2012,January
A209860,CAT,2012-06-04T00:00:00Z,2012,June,MINKS,MANX - MIX,Older than 7 years,FEMALE,TRUE,MED,CALICO,Owner Surrender,Euthanized,Requested,40118,38.1061,-85.7536,UNKNOWN,2012-06-04T00:00:00Z,2012,June
A211326,DOG,2011-09-19T00:00:00Z,2011,September,MERCEDES,SHIH TZU - PURE BRED,Older than 7 years,FEMALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Requested,40214,38.1609,-85.7762,UNKNOWN,2011-09-19T00:00:00Z,2011,September
A211524,DOG,2011-08-10T00:00:00Z,2011,August,SAMSON,UNKNOWN,Older than 7 years,MALE,TRUE,MED,BROWN,Stray,Returned to Owner,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,40211,2011-09-12T00:00:00Z,2011,September
A211524,DOG,2011-06-27T00:00:00Z,2011,June,SAMSON,UNKNOWN,Older than 7 years,MALE,TRUE,MED,BROWN,Stray,Returned to Owner,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,40211,2011-07-02T00:00:00Z,2011,July
A211710,DOG,2011-01-31T00:00:00Z,2011,January,BUDDY,BEAGLE - MIX,Older than 7 years,MALE,TRUE,MED,TRICOLOR,Owner Surrender,Euthanized,UNKNOWN,40208,38.2188,-85.7624,UNKNOWN,2011-01-31T00:00:00Z,2011,January
A215552,DOG,2011-08-23T00:00:00Z,2011,August,MIDNIGHT,LABRADOR RETR - MIX,Older than 7 years,MALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,Medical,40229,38.0856,-85.6698,UNKNOWN,2011-08-23T00:00:00Z,2011,August
A216793,DOG,2012-03-23T00:00:00Z,2012,March,GUNTHER,GERM SHEPHERD - PURE BRED,Older than 7 years,MALE,TRUE,MED,BLACK,Owner Surrender,Transferred to Rescue Group,Rescue Group,40229,38.0856,-85.6698,40059,2012-03-27T00:00:00Z,2012,March
A217646,DOG,2011-01-28T00:00:00Z,2011,January,ALI,ROTTWEILER - PURE BRED,Older than 1 year,MALE,TRUE,MED,BLACK,Owner Surrender,Euthanized,UNKNOWN,40216,38.1889,-85.8314,UNKNOWN,2011-01-28T00:00:00Z,2011,January
A218595,DOG,2012-09-27T00:00:00Z,2012,September,NYLA,BULLMASTIFF - GREAT DANE,Older than 7 years,FEMALE,TRUE,MED,TAN,Owner Surrender,Euthanized,Requested,40211,38.2414,-85.8118,UNKNOWN,2012-09-27T00:00:00Z,2012,September
A221063,DOG,2011-08-23T00:00:00Z,2011,August,REX,UNKNOWN,Older than 7 years,MALE,TRUE,MED,YELLOW,Impound,Returned to Owner,UNKNOWN,40118,38.1061,-85.7536,40118,2011-08-24T00:00:00Z,2011,August
